ano,id_proposicao,id_votacao,orientacao,tipo_lideranca,partido_bloco,casa
NA,NA,2251392-82,Liberado,P,PSDB,camara
NA,NA,2251392-82,Liberado,NA,REPUBLICANOS,camara
NA,NA,2251392-82,Não,NA,Governo,camara
NA,NA,2251392-82,Sim,P,REDE,camara
NA,NA,2251392-82,Liberado,P,CIDADANIA,camara
NA,NA,2251392-82,Não,P,PROS,camara
NA,NA,2251392-82,Não,P,NOVO,camara
NA,NA,2251392-82,Não,P,PL,camara
NA,NA,2251392-82,Não,B,Maioria,camara
NA,NA,2251392-82,Sim,P,PCdoB,camara
NA,NA,2251392-82,Não,P,PSC,camara
NA,NA,2251392-82,Não,P,MDB,camara
NA,NA,2251392-82,Sim,P,PSOL,camara
NA,NA,2251392-82,Não,P,PP,camara
NA,NA,2251392-82,Sim,B,Oposição,camara
NA,NA,2251392-82,Não,P,PSD,camara
NA,NA,2251392-82,Sim,P,PDT,camara
NA,NA,2251392-82,Sim,B,Minoria,camara
NA,NA,2251392-79,Não,P,DEM,camara
NA,NA,2251392-79,Não,P,MDB,camara
NA,NA,2251392-79,Liberado,NA,REPUBLICANOS,camara
NA,NA,2251392-79,Não,P,CIDADANIA,camara
NA,NA,2251392-79,Sim,P,PROS,camara
NA,NA,2251392-79,Não,P,PP,camara
NA,NA,2251392-79,Não,P,PSL,camara
NA,NA,2251392-79,Sim,P,REDE,camara
NA,NA,2251392-79,Sim,B,Minoria,camara
NA,NA,2251392-79,Não,P,PSDB,camara
NA,NA,2251392-79,Não,P,NOVO,camara
NA,NA,2251392-79,Sim,P,PT,camara
NA,NA,2251392-79,Não,NA,Governo,camara
NA,NA,2251392-79,Sim,P,PSOL,camara
NA,NA,2251392-79,Sim,P,PDT,camara
NA,NA,2251392-79,Não,P,PSC,camara
NA,NA,2251392-79,Sim,P,PODE,camara
NA,NA,2251392-79,Não,P,PL,camara
NA,NA,2251392-79,Não,B,Maioria,camara
NA,NA,2251392-79,Não,NA,SOLIDARIEDADE,camara
NA,NA,2251392-79,Sim,B,Oposição,camara
NA,NA,2251392-79,Não,P,PSD,camara
NA,NA,2251392-79,Sim,P,PCdoB,camara
NA,NA,2251392-79,Sim,P,PSB,camara
NA,NA,2251392-74,Sim,P,MDB,camara
NA,NA,2251392-74,Sim,P,PP,camara
NA,NA,2251392-74,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2251392-74,Sim,B,Maioria,camara
NA,NA,2251392-74,Sim,P,PROS,camara
NA,NA,2251392-74,Sim,P,PSC,camara
NA,NA,2251392-74,Sim,P,PL,camara
NA,NA,2251392-74,Não,B,Minoria,camara
NA,NA,2251392-74,Não,P,PDT,camara
NA,NA,2251392-74,Sim,P,PSL,camara
NA,NA,2251392-74,Não,B,Oposição,camara
NA,NA,2251392-74,Liberado,P,CIDADANIA,camara
NA,NA,2251392-74,Sim,P,DEM,camara
NA,NA,2251392-74,Não,P,PSOL,camara
NA,NA,2251392-74,Sim,P,NOVO,camara
NA,NA,2251392-74,Não,P,PT,camara
NA,NA,2251392-74,Sim,P,PSD,camara
NA,NA,2251392-74,Sim,NA,Governo,camara
NA,NA,2251392-74,Sim,NA,REPUBLICANOS,camara
NA,NA,2251392-74,Liberado,P,PODE,camara
NA,NA,2251392-74,Não,P,PCdoB,camara
NA,NA,2251392-74,Não,P,PSB,camara
NA,NA,2251392-74,Liberado,P,PSDB,camara
NA,NA,2251392-74,Não,P,REDE,camara
NA,NA,2251392-74,Liberado,P,PV,camara
NA,NA,2251392-71,Não,P,REDE,camara
NA,NA,2251392-71,Sim,NA,REPUBLICANOS,camara
NA,NA,2251392-71,Sim,P,PL,camara
NA,NA,2251392-71,Não,B,Oposição,camara
NA,NA,2251392-71,Sim,P,DEM,camara
NA,NA,2251392-71,Sim,P,PROS,camara
NA,NA,2251392-71,Sim,B,Maioria,camara
NA,NA,2251392-71,Não,P,PSB,camara
NA,NA,2251392-71,Não,B,Minoria,camara
NA,NA,2251392-71,Sim,P,NOVO,camara
NA,NA,2251392-71,Sim,P,PSC,camara
NA,NA,2251392-71,Sim,P,MDB,camara
NA,NA,2251392-71,Não,P,PCdoB,camara
NA,NA,2251392-71,Sim,P,PV,camara
NA,NA,2251392-71,Sim,NA,Governo,camara
NA,NA,2251392-71,Sim,P,PSL,camara
NA,NA,2251392-71,Sim,P,PODE,camara
NA,NA,2251392-71,Sim,P,PATRIOTA,camara
NA,NA,2251392-71,Não,P,PSOL,camara
NA,NA,2251392-71,Não,P,PT,camara
NA,NA,2251392-71,Sim,P,PSDB,camara
NA,NA,2251392-71,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2251392-71,Sim,P,CIDADANIA,camara
NA,NA,2251392-71,Sim,P,PP,camara
NA,NA,2251392-71,Não,P,PDT,camara
NA,NA,2251392-68,Sim,P,PL,camara
NA,NA,2251392-68,Liberado,P,PTB,camara
NA,NA,2251392-68,Liberado,P,PSB,camara
NA,NA,2251392-68,Não,P,PV,camara
NA,NA,2251392-68,Sim,NA,Governo,camara
NA,NA,2251392-68,Liberado,P,PCdoB,camara
NA,NA,2251392-68,Liberado,B,Oposição,camara
NA,NA,2251392-68,Não,P,PSOL,camara
NA,NA,2251392-68,Não,P,PT,camara
NA,NA,2251392-68,Não,NA,SOLIDARIEDADE,camara
NA,NA,2251392-68,Liberado,P,MDB,camara
NA,NA,2251392-68,Sim,P,DEM,camara
NA,NA,2251392-68,Liberado,P,PDT,camara
NA,NA,2251392-68,Liberado,NA,REPUBLICANOS,camara
NA,NA,2251392-68,Sim,P,PSD,camara
NA,NA,2251392-68,Sim,P,PP,camara
NA,NA,2251392-68,Liberado,P,PODE,camara
NA,NA,2251392-68,Liberado,P,PSDB,camara
NA,NA,2251392-68,Sim,P,REDE,camara
NA,NA,2251392-68,Liberado,B,Maioria,camara
NA,NA,2251392-68,Não,P,NOVO,camara
NA,NA,2251392-68,Sim,P,PSC,camara
NA,NA,2251392-68,Sim,P,PROS,camara
NA,NA,2251392-68,Liberado,B,Minoria,camara
NA,NA,2251392-68,Não,P,PSL,camara
NA,NA,2251392-68,Liberado,P,CIDADANIA,camara
NA,NA,2251392-53,Sim,B,Maioria,camara
NA,NA,2251392-53,Sim,P,PSDB,camara
NA,NA,2251392-53,Sim,P,PL,camara
NA,NA,2251392-53,Sim,NA,REPUBLICANOS,camara
NA,NA,2251392-53,Sim,P,PV,camara
NA,NA,2251392-53,Sim,P,PATRIOTA,camara
NA,NA,2251392-53,Sim,P,PODE,camara
NA,NA,2251392-53,Sim,P,PCdoB,camara
NA,NA,2251392-53,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2251392-53,Sim,P,PTB,camara
NA,NA,2251392-53,Não,P,PSOL,camara
NA,NA,2251392-53,Liberado,B,Oposição,camara
NA,NA,2251392-53,Sim,P,CIDADANIA,camara
NA,NA,2251392-53,Sim,P,REDE,camara
NA,NA,2251392-53,Sim,NA,Governo,camara
NA,NA,2251392-53,Sim,P,DEM,camara
NA,NA,2251392-53,Liberado,B,Minoria,camara
NA,NA,2251392-53,Sim,P,NOVO,camara
NA,NA,2251392-53,Sim,P,MDB,camara
NA,NA,2251392-53,Sim,P,PP,camara
NA,NA,2251392-53,Sim,P,PROS,camara
NA,NA,2251392-53,Sim,P,PSL,camara
NA,NA,2251392-53,Sim,P,PSD,camara
NA,NA,2251392-53,Sim,P,PT,camara
NA,NA,2251392-53,Sim,P,PDT,camara
NA,NA,2251392-53,Sim,P,PSB,camara
NA,NA,2251392-52,Sim,NA,REPUBLICANOS,camara
NA,NA,2251392-52,Sim,P,PROS,camara
NA,NA,2251392-52,Sim,P,PODE,camara
NA,NA,2251392-52,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2251392-52,Sim,P,CIDADANIA,camara
NA,NA,2251392-52,Sim,P,PT,camara
NA,NA,2251392-52,Sim,P,PTB,camara
NA,NA,2251392-52,Sim,B,Oposição,camara
NA,NA,2251392-52,Sim,NA,Governo,camara
NA,NA,2251392-52,Sim,P,PL,camara
NA,NA,2251392-52,Sim,P,PSDB,camara
NA,NA,2251392-52,Sim,B,Maioria,camara
NA,NA,2251392-52,Sim,P,PV,camara
NA,NA,2251392-52,Sim,B,Minoria,camara
NA,NA,2251392-52,Sim,P,PSOL,camara
NA,NA,2251392-52,Sim,P,MDB,camara
NA,NA,2251392-52,Sim,P,REDE,camara
NA,NA,2251392-52,Sim,P,PDT,camara
NA,NA,2251392-52,Sim,P,PP,camara
NA,NA,2251392-52,Não,P,NOVO,camara
NA,NA,2251392-52,Sim,P,PSB,camara
NA,NA,2251392-52,Sim,P,PSC,camara
NA,NA,2251392-52,Sim,P,DEM,camara
NA,NA,2251392-52,Sim,P,PSL,camara
NA,NA,2251392-52,Sim,P,PCdoB,camara
NA,NA,2251392-46,Não,P,PP,camara
NA,NA,2251392-46,Sim,P,PDT,camara
NA,NA,2251392-46,Não,NA,Governo,camara
NA,NA,2251392-46,Não,NA,SOLIDARIEDADE,camara
NA,NA,2251392-46,Sim,P,PSB,camara
NA,NA,2251392-46,Sim,P,REDE,camara
NA,NA,2251392-46,Sim,P,PT,camara
NA,NA,2251392-46,Não,P,PV,camara
NA,NA,2251392-46,Não,P,CIDADANIA,camara
NA,NA,2251392-46,Sim,P,PCdoB,camara
NA,NA,2251392-46,Não,NA,REPUBLICANOS,camara
NA,NA,2251392-46,Não,P,PSDB,camara
NA,NA,2251392-46,Não,P,PSL,camara
NA,NA,2251392-46,Não,P,PSD,camara
NA,NA,2251392-46,Não,B,Maioria,camara
NA,NA,2251392-46,Não,P,PTB,camara
NA,NA,2251392-46,Não,P,PROS,camara
NA,NA,2251392-46,Sim,B,Minoria,camara
NA,NA,2251392-46,Não,P,MDB,camara
NA,NA,2251392-46,Sim,P,PSOL,camara
NA,NA,2251392-46,Sim,B,Oposição,camara
NA,NA,2251392-46,Não,P,PL,camara
NA,NA,2251392-46,Não,P,DEM,camara
NA,NA,2251392-46,Não,P,NOVO,camara
NA,NA,2251392-46,Não,P,PATRIOTA,camara
NA,NA,2251392-46,Não,P,PODE,camara
NA,NA,2251392-44,Não,P,PSDB,camara
NA,NA,2251392-44,Não,P,CIDADANIA,camara
NA,NA,2251392-44,Não,P,PSD,camara
NA,NA,2251392-44,Não,P,PL,camara
NA,NA,2251392-44,Não,P,DEM,camara
NA,NA,2251392-44,Sim,P,PSOL,camara
NA,NA,2251392-44,Não,P,PROS,camara
NA,NA,2251392-44,Sim,P,REDE,camara
NA,NA,2251392-44,Não,P,PSL,camara
NA,NA,2251392-44,Não,P,PP,camara
NA,NA,2251392-44,Sim,P,PSB,camara
NA,NA,2251392-44,Sim,B,Minoria,camara
NA,NA,2251392-44,Não,NA,SOLIDARIEDADE,camara
NA,NA,2251392-44,Não,P,PODE,camara
NA,NA,2251392-44,Sim,P,PDT,camara
NA,NA,2251392-44,Não,NA,REPUBLICANOS,camara
NA,NA,2251392-44,Sim,P,PT,camara
NA,NA,2251392-44,Sim,B,Oposição,camara
NA,NA,2251392-44,Não,NA,Governo,camara
NA,NA,2251392-44,Não,B,Maioria,camara
NA,NA,2251392-44,Não,P,PTB,camara
NA,NA,2251392-44,Não,P,NOVO,camara
NA,NA,2251392-44,Sim,P,PCdoB,camara
NA,NA,2251392-44,Não,P,MDB,camara
NA,NA,2251392-41,Não,P,CIDADANIA,camara
NA,NA,2251392-41,Sim,P,PT,camara
NA,NA,2251392-41,Não,P,PODE,camara
NA,NA,2251392-41,Liberado,P,PV,camara
NA,NA,2251392-41,Não,P,PSL,camara
NA,NA,2251392-41,Sim,B,Minoria,camara
NA,NA,2251392-41,Não,NA,REPUBLICANOS,camara
NA,NA,2251392-41,Não,P,PROS,camara
NA,NA,2251392-41,Sim,B,Oposição,camara
NA,NA,2251392-41,Não,P,PL,camara
NA,NA,2251392-41,Não,P,PSDB,camara
NA,NA,2251392-41,Não,P,PSC,camara
NA,NA,2251392-41,Sim,P,PSOL,camara
NA,NA,2251392-41,Sim,P,PCdoB,camara
NA,NA,2251392-41,Não,P,PP,camara
NA,NA,2251392-41,Não,B,Maioria,camara
NA,NA,2251392-41,Sim,P,REDE,camara
NA,NA,2251392-41,Não,P,DEM,camara
NA,NA,2251392-41,Não,P,PSD,camara
NA,NA,2251392-41,Não,P,NOVO,camara
NA,NA,2251392-41,Sim,P,PDT,camara
NA,NA,2251392-41,Não,NA,SOLIDARIEDADE,camara
NA,NA,2251392-41,Não,NA,Governo,camara
NA,NA,2251392-41,Sim,P,PSB,camara
NA,NA,2251392-41,Não,P,MDB,camara
NA,NA,2251392-41,Não,P,PTB,camara
NA,NA,2251392-38,Não,P,PSD,camara
NA,NA,2251392-38,Não,P,PDT,camara
NA,NA,2251392-38,Não,P,MDB,camara
NA,NA,2251392-38,Não,P,PV,camara
NA,NA,2251392-38,Não,P,PCdoB,camara
NA,NA,2251392-38,Não,P,PSL,camara
NA,NA,2251392-38,Não,P,PTB,camara
NA,NA,2251392-38,Não,P,PODE,camara
NA,NA,2251392-38,Sim,P,NOVO,camara
NA,NA,2251392-38,Liberado,B,Oposição,camara
NA,NA,2251392-38,Não,P,PROS,camara
NA,NA,2251392-38,Não,P,PSC,camara
NA,NA,2251392-38,Não,NA,REPUBLICANOS,camara
NA,NA,2251392-38,Não,P,PL,camara
NA,NA,2251392-38,Não,P,PP,camara
NA,NA,2251392-38,Não,P,REDE,camara
NA,NA,2251392-38,Não,P,CIDADANIA,camara
NA,NA,2251392-38,Não,P,PSDB,camara
NA,NA,2251392-38,Não,P,PT,camara
NA,NA,2251392-38,Liberado,B,Minoria,camara
NA,NA,2251392-38,Não,P,DEM,camara
NA,NA,2251392-38,Sim,P,PSOL,camara
NA,NA,2251392-38,Não,P,PSB,camara
NA,NA,2251392-38,Não,NA,Governo,camara
NA,NA,2251392-38,Não,NA,SOLIDARIEDADE,camara
NA,NA,2251493-6,Sim,P,PP,camara
NA,NA,2251493-6,Sim,P,REDE,camara
NA,NA,2251493-6,Sim,NA,REPUBLICANOS,camara
NA,NA,2251493-6,Sim,P,PTB,camara
NA,NA,2251493-6,Sim,P,PL,camara
NA,NA,2251493-6,Não,P,PSOL,camara
NA,NA,2251493-6,Sim,P,PSB,camara
NA,NA,2251493-6,Sim,P,PROS,camara
NA,NA,2251493-6,Sim,P,PSDB,camara
NA,NA,2251493-6,Sim,B,Oposição,camara
NA,NA,2251493-6,Sim,P,PDT,camara
NA,NA,2251493-6,Sim,P,AVANTE,camara
NA,NA,2251493-6,Sim,B,Minoria,camara
NA,NA,2251493-6,Sim,P,PATRIOTA,camara
NA,NA,2251493-6,Sim,P,PCdoB,camara
NA,NA,2251493-6,Sim,P,PSL,camara
NA,NA,2251493-6,Sim,P,NOVO,camara
NA,NA,2251493-6,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2251493-6,Sim,P,MDB,camara
NA,NA,2251493-6,Sim,P,PT,camara
NA,NA,2251493-6,Sim,NA,Governo,camara
NA,NA,2251493-6,Sim,P,PODE,camara
NA,NA,2251493-6,Sim,P,PSC,camara
NA,NA,2251493-6,Sim,P,CIDADANIA,camara
NA,NA,2251493-6,Sim,P,DEM,camara
NA,NA,2251493-6,Sim,B,Maioria,camara
NA,NA,2251493-6,Sim,P,PSD,camara
NA,NA,2251493-6,Sim,P,PV,camara
NA,NA,2233488-33,Não,P,PL,camara
NA,NA,2233488-33,Sim,P,REDE,camara
NA,NA,2233488-33,Não,NA,Governo,camara
NA,NA,2233488-33,Não,P,PROS,camara
NA,NA,2233488-33,Sim,P,PSB,camara
NA,NA,2233488-33,Não,P,PSD,camara
NA,NA,2233488-33,Sim,P,PT,camara
NA,NA,2233488-33,Sim,B,Oposição,camara
NA,NA,2233488-33,Liberado,P,PODE,camara
NA,NA,2233488-33,Não,P,NOVO,camara
NA,NA,2233488-33,Liberado,P,PSDB,camara
NA,NA,2233488-33,Sim,P,PCdoB,camara
NA,NA,2233488-33,Sim,P,PDT,camara
NA,NA,2233488-33,Não,P,PP,camara
NA,NA,2233488-33,Não,NA,SOLIDARIEDADE,camara
NA,NA,2233488-33,Liberado,P,CIDADANIA,camara
NA,NA,2233488-33,Não,P,PTB,camara
NA,NA,2233488-33,Não,P,PSC,camara
NA,NA,2233488-33,Sim,P,PSOL,camara
NA,NA,2233488-33,Não,NA,REPUBLICANOS,camara
NA,NA,2233488-33,Não,P,MDB,camara
NA,NA,2233488-33,Liberado,P,PSL,camara
NA,NA,2233488-33,Sim,B,Minoria,camara
NA,NA,2233488-33,Não,P,DEM,camara
NA,NA,2233488-33,Sim,P,PV,camara
NA,NA,2247564-60,Sim,P,PSD,camara
NA,NA,2247564-60,Sim,P,PT,camara
NA,NA,2247564-60,Sim,P,PSC,camara
NA,NA,2247564-60,Sim,P,PSOL,camara
NA,NA,2247564-60,Não,P,PODE,camara
NA,NA,2247564-60,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2247564-60,Sim,P,PL,camara
NA,NA,2247564-60,Liberado,B,Maioria,camara
NA,NA,2247564-60,Sim,P,DEM,camara
NA,NA,2247564-60,Sim,P,PDT,camara
NA,NA,2247564-60,Sim,P,PTB,camara
NA,NA,2247564-60,Sim,B,Oposição,camara
NA,NA,2247564-60,Sim,P,PROS,camara
NA,NA,2247564-60,Sim,B,Minoria,camara
NA,NA,2247564-60,Não,P,MDB,camara
NA,NA,2247564-60,Sim,P,PCdoB,camara
NA,NA,2247564-60,Sim,P,PSDB,camara
NA,NA,2247564-60,Sim,P,CIDADANIA,camara
NA,NA,2247564-60,Não,NA,REPUBLICANOS,camara
NA,NA,2247564-60,Não,P,NOVO,camara
NA,NA,2247564-60,Não,P,PSB,camara
NA,NA,2247564-60,Sim,P,AVANTE,camara
NA,NA,2247564-60,Não,P,PSL,camara
NA,NA,2247564-60,Sim,P,PV,camara
NA,NA,2247564-60,Não,NA,Governo,camara
NA,NA,2247564-60,Sim,P,PP,camara
NA,NA,2236261-56,Sim,P,PT,camara
NA,NA,2236261-56,Não,P,PSDB,camara
NA,NA,2236261-56,Não,P,PSL,camara
NA,NA,2236261-56,Sim,P,PCdoB,camara
NA,NA,2236261-56,Não,P,MDB,camara
NA,NA,2236261-56,Não,P,PSD,camara
NA,NA,2236261-56,Não,P,PP,camara
NA,NA,2236261-56,Não,NA,Governo,camara
NA,NA,2236261-56,Não,P,DEM,camara
NA,NA,2236261-56,Sim,P,REDE,camara
NA,NA,2236261-56,Sim,P,PDT,camara
NA,NA,2236261-56,Não,P,PROS,camara
NA,NA,2236261-56,Não,B,Maioria,camara
NA,NA,2236261-56,Sim,P,PSOL,camara
NA,NA,2236261-56,Não,P,PATRIOTA,camara
NA,NA,2236261-56,Sim,B,Minoria,camara
NA,NA,2236261-56,Não,NA,SOLIDARIEDADE,camara
NA,NA,2236261-56,Sim,P,PSB,camara
NA,NA,2236261-56,Não,P,NOVO,camara
NA,NA,2236261-56,Não,P,PL,camara
NA,NA,2236261-56,Não,NA,REPUBLICANOS,camara
NA,NA,2236261-56,Não,P,AVANTE,camara
NA,NA,2236261-56,Não,P,PTB,camara
NA,NA,2236261-46,Não,P,NOVO,camara
NA,NA,2236261-46,Sim,P,REDE,camara
NA,NA,2236261-46,Não,P,CIDADANIA,camara
NA,NA,2236261-46,Não,NA,Governo,camara
NA,NA,2236261-46,Não,P,PSL,camara
NA,NA,2236261-46,Sim,P,PT,camara
NA,NA,2236261-46,Não,P,PSDB,camara
NA,NA,2236261-46,Sim,P,PSOL,camara
NA,NA,2236261-46,Não,P,PP,camara
NA,NA,2236261-46,Não,P,DEM,camara
NA,NA,2236261-46,Sim,B,Minoria,camara
NA,NA,2236261-46,Não,P,PROS,camara
NA,NA,2236261-46,Não,P,PTB,camara
NA,NA,2236261-46,Sim,P,PDT,camara
NA,NA,2236261-46,Não,P,PSD,camara
NA,NA,2236261-46,Sim,P,PCdoB,camara
NA,NA,2236261-46,Não,P,MDB,camara
NA,NA,2236261-46,Não,B,Maioria,camara
NA,NA,2236261-46,Não,NA,REPUBLICANOS,camara
NA,NA,2236261-46,Não,P,PODE,camara
NA,NA,2236261-46,Sim,P,PSB,camara
NA,NA,2236261-46,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2236261-46,Não,P,PL,camara
NA,NA,2242618-79,Não,P,PV,camara
NA,NA,2242618-79,Sim,NA,Governo,camara
NA,NA,2242618-79,Não,P,CIDADANIA,camara
NA,NA,2242618-79,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2242618-79,Sim,P,PATRIOTA,camara
NA,NA,2242618-79,Não,P,PSB,camara
NA,NA,2242618-79,Sim,P,PROS,camara
NA,NA,2242618-79,Não,P,PSOL,camara
NA,NA,2242618-79,Sim,P,MDB,camara
NA,NA,2242618-79,Sim,P,PL,camara
NA,NA,2242618-79,Sim,B,Maioria,camara
NA,NA,2242618-79,Sim,P,PSD,camara
NA,NA,2242618-79,Sim,NA,REPUBLICANOS,camara
NA,NA,2242618-79,Sim,P,PSDB,camara
NA,NA,2242618-79,Sim,P,PSL,camara
NA,NA,2242618-79,Sim,P,PP,camara
NA,NA,2242618-79,Não,B,Oposição,camara
NA,NA,2242618-79,Não,P,REDE,camara
NA,NA,2242618-79,Não,P,PT,camara
NA,NA,2242618-79,Não,P,PDT,camara
NA,NA,2242618-79,Não,B,Minoria,camara
NA,NA,2242618-79,Não,P,NOVO,camara
NA,NA,2242618-79,Sim,P,PTB,camara
NA,NA,2242618-79,Sim,P,PSC,camara
NA,NA,2242618-79,Não,P,PCdoB,camara
NA,NA,2242618-79,Sim,P,AVANTE,camara
NA,NA,2242618-52,Não,B,Oposição,camara
NA,NA,2242618-52,Não,P,PDT,camara
NA,NA,2242618-52,Sim,P,DEM,camara
NA,NA,2242618-52,Sim,P,CIDADANIA,camara
NA,NA,2242618-52,Não,P,REDE,camara
NA,NA,2242618-52,Não,P,PSOL,camara
NA,NA,2242618-52,Sim,P,PSL,camara
NA,NA,2242618-52,Sim,P,PODE,camara
NA,NA,2242618-52,Sim,P,PATRIOTA,camara
NA,NA,2242618-52,Sim,P,PSDB,camara
NA,NA,2242618-52,Sim,P,PROS,camara
NA,NA,2242618-52,Não,P,PSB,camara
NA,NA,2242618-52,Sim,P,PL,camara
NA,NA,2242618-52,Sim,P,PV,camara
NA,NA,2242618-52,Sim,P,PSD,camara
NA,NA,2242618-52,Sim,B,Maioria,camara
NA,NA,2242618-52,Não,B,Minoria,camara
NA,NA,2242618-52,Sim,P,PP,camara
NA,NA,2242618-52,Sim,P,PSC,camara
NA,NA,2242618-52,Sim,P,NOVO,camara
NA,NA,2242618-52,Não,NA,SOLIDARIEDADE,camara
NA,NA,2242618-52,Sim,NA,REPUBLICANOS,camara
NA,NA,2242618-52,Não,P,PCdoB,camara
NA,NA,2242618-52,Sim,P,MDB,camara
NA,NA,2242618-52,Sim,P,AVANTE,camara
NA,NA,2242618-52,Sim,P,PTB,camara
NA,NA,2242618-52,Não,P,PT,camara
NA,NA,2242618-52,Sim,NA,Governo,camara
NA,NA,2238112-82,Não,P,PROS,camara
NA,NA,2238112-82,Não,NA,SOLIDARIEDADE,camara
NA,NA,2238112-82,Sim,P,PSOL,camara
NA,NA,2238112-82,Não,P,PSD,camara
NA,NA,2238112-82,Sim,P,PDT,camara
NA,NA,2238112-82,Não,P,PATRIOTA,camara
NA,NA,2238112-82,Não,NA,Governo,camara
NA,NA,2238112-82,Não,P,DEM,camara
NA,NA,2238112-82,Sim,B,Oposição,camara
NA,NA,2238112-82,Não,P,CIDADANIA,camara
NA,NA,2238112-82,Sim,P,PT,camara
NA,NA,2238112-82,Não,P,MDB,camara
NA,NA,2238112-82,Sim,P,PSB,camara
NA,NA,2238112-82,Sim,P,REDE,camara
NA,NA,2238112-82,Não,NA,REPUBLICANOS,camara
NA,NA,2238112-82,Sim,P,PCdoB,camara
NA,NA,2238112-82,Não,P,PP,camara
NA,NA,2238112-82,Não,P,PSC,camara
NA,NA,2238112-82,Não,P,PL,camara
NA,NA,2238112-82,Sim,P,PSL,camara
NA,NA,2238112-82,Não,P,PTB,camara
NA,NA,2238112-82,Não,P,PODE,camara
NA,NA,2238112-82,Sim,P,NOVO,camara
NA,NA,2238112-82,Não,P,AVANTE,camara
NA,NA,2238112-82,Não,P,PSDB,camara
NA,NA,2238112-82,Sim,B,Minoria,camara
NA,NA,2238112-82,Sim,P,PV,camara
NA,NA,2238112-81,Não,P,PSC,camara
NA,NA,2238112-81,Não,P,MDB,camara
NA,NA,2238112-81,Sim,P,PCdoB,camara
NA,NA,2238112-81,Não,P,PROS,camara
NA,NA,2238112-81,Sim,P,CIDADANIA,camara
NA,NA,2238112-81,Não,NA,SOLIDARIEDADE,camara
NA,NA,2238112-81,Não,P,PTB,camara
NA,NA,2238112-81,Sim,B,Minoria,camara
NA,NA,2238112-81,Não,P,AVANTE,camara
NA,NA,2238112-81,Não,NA,Governo,camara
NA,NA,2238112-81,Sim,P,PT,camara
NA,NA,2238112-81,Não,P,PODE,camara
NA,NA,2238112-81,Sim,P,PSOL,camara
NA,NA,2238112-81,Não,P,PSD,camara
NA,NA,2238112-81,Sim,B,Oposição,camara
NA,NA,2238112-81,Não,P,DEM,camara
NA,NA,2238112-81,Não,P,PL,camara
NA,NA,2238112-81,Sim,P,PSDB,camara
NA,NA,2238112-81,Não,P,NOVO,camara
NA,NA,2238112-81,Sim,P,PDT,camara
NA,NA,2238112-81,Sim,P,PSL,camara
NA,NA,2238112-81,Não,NA,REPUBLICANOS,camara
NA,NA,2238112-81,Não,P,PV,camara
NA,NA,2238112-81,Sim,P,REDE,camara
NA,NA,2238112-81,Não,P,PP,camara
NA,NA,2238112-81,Sim,P,PSB,camara
NA,NA,2238112-81,Não,P,PATRIOTA,camara
NA,NA,2238112-71,Não,P,MDB,camara
NA,NA,2238112-71,Não,P,PSC,camara
NA,NA,2238112-71,Não,P,PODE,camara
NA,NA,2238112-71,Sim,B,Minoria,camara
NA,NA,2238112-71,Não,P,AVANTE,camara
NA,NA,2238112-71,Não,P,DEM,camara
NA,NA,2238112-71,Sim,P,PCdoB,camara
NA,NA,2238112-71,Sim,P,REDE,camara
NA,NA,2238112-71,Sim,P,PV,camara
NA,NA,2238112-71,Não,P,PSDB,camara
NA,NA,2238112-71,Sim,P,CIDADANIA,camara
NA,NA,2238112-71,Não,NA,REPUBLICANOS,camara
NA,NA,2238112-71,Não,NA,Governo,camara
NA,NA,2238112-71,Não,P,PL,camara
NA,NA,2238112-71,Sim,P,PSOL,camara
NA,NA,2238112-71,Não,P,NOVO,camara
NA,NA,2238112-71,Não,P,PP,camara
NA,NA,2238112-71,Não,P,PATRIOTA,camara
NA,NA,2238112-71,Não,P,PSD,camara
NA,NA,2238112-71,Não,P,PROS,camara
NA,NA,2238112-71,Sim,P,PSB,camara
NA,NA,2238112-71,Sim,P,PT,camara
NA,NA,2238112-71,Não,NA,SOLIDARIEDADE,camara
NA,NA,2238112-71,Sim,B,Oposição,camara
NA,NA,2238112-71,Não,P,PTB,camara
NA,NA,2238112-71,Sim,P,PSL,camara
NA,NA,2238112-71,Sim,P,PDT,camara
NA,NA,2238112-68,Sim,P,PROS,camara
NA,NA,2238112-68,Sim,NA,REPUBLICANOS,camara
NA,NA,2238112-68,Não,P,REDE,camara
NA,NA,2238112-68,Não,B,Minoria,camara
NA,NA,2238112-68,Não,P,PSOL,camara
NA,NA,2238112-68,Sim,P,PSD,camara
NA,NA,2238112-68,Não,P,PSB,camara
NA,NA,2238112-68,Não,P,PCdoB,camara
NA,NA,2238112-68,Sim,P,MDB,camara
NA,NA,2238112-68,Não,B,Oposição,camara
NA,NA,2238112-68,Não,P,PT,camara
NA,NA,2238112-68,Sim,P,NOVO,camara
NA,NA,2238112-68,Não,P,PSL,camara
