dataHora,descricaoSituacao,descricaoTramitacao,despacho,idSituacao,idTipoTramitacao,regime,sequencia,siglaOrgao,uriOrgao,url
2008-04-02T10:11,,Designação de Relator do Vencedor,"Designado Relator do Vencedor, Dep. Eudes Xavier (PT-CE)",,327,"Ordinária (Art. 151, III, RICD)",98,CTASP,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,
2008-04-24T16:52,,Encaminhamento,Encaminhado à(ao) CFT através da guia de Remessa (GR/CTASP) nº 328/2008. Ofício nº 34/2008-CTASP.,,180,"Ordinária (Art. 151, III, RICD)",101,CTASP,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,
2008-04-24T16:52,,Publicação de Proposição,Encaminhamento de Parecer à CCP para publicação - Ofício n° 34/2008-CTASP.,,604,"Ordinária (Art. 151, III, RICD)",102,CTASP,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,
2008-04-24T17:04,,Publicação de Proposição,Parecer recebido para publicação.,,604,"Ordinária (Art. 151, III, RICD)",103,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,
2008-04-24T17:06,,Recebimento,"Recebimento pela CFT, com as proposições PL-2635/2003, PL-3172/2004, PL-6443/2002, PL-5993/2001, PL-3968/2000, PL-3345/2004, PL-956/2003, PL-913/1999, PL-6424/2002, PL-1147/2003, PL-843/2003, PL-6804/2002, PL-838/2003, PL-1127/2003, PL-725/1999, PL-4892/2001, PL-2694/2000, PL-7108/2002, PL-3389/2004 apensadas.",,500,"Ordinária (Art. 151, III, RICD)",104,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2008-04-25T00:00,,Notificações,À SGM o Ofício 34/08 - CTASP comunicando a divergência de pareceres quanto ao mérito deste.,,1005,"Ordinária (Art. 151, III, RICD)",105,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,
2008-05-06T00:00,,Distribuição ,Despacho a Confirmar.,,110,"Ordinária (Art. 151, III, RICD)",106,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=560342
2008-05-06T00:00,,Despacho,"Transfira-se ao Plenário a competência para apreciar o PL 688-A/99, pois configurou-se a hipótese do art. 24, inciso II, alínea ""g"", do RICD. Oficie-se. Publique-se.",,1023,"Ordinária (Art. 151, III, RICD)",109,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=560342
2008-05-06T00:00,,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,,604,"Ordinária (Art. 151, III, RICD)",110,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,
2008-05-06T15:06,,Encaminhamento,Despacho Chancelado,,180,"Ordinária (Art. 151, III, RICD)",107,SGMGAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/100045,
2008-05-06T15:07,,Notificações,Notificação à Sinopse de Despacho Chancelado,,1005,"Ordinária (Art. 151, III, RICD)",108,SGMGAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/100045,
2008-05-07T00:00,,Notificações,"À CFT o Ofício n.º 575/08/SGM/P, de 06 de maio de 2008, comunicando a transferência ao Plenário da apreciação deste.",,1005,"Ordinária (Art. 151, III, RICD)",111,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,
2008-05-15T00:00,,Designação de Relator,"Designado Relator, Dep. Mussa Demes (DEM-PI)",,320,"Ordinária (Art. 151, III, RICD)",112,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2008-11-14T10:26,,Recebimento - Relator (Sem Manifestação),Devolvida sem Manifestação.,,507,"Ordinária (Art. 151, III, RICD)",113,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2008-11-27T00:00,,Designação de Relator,"Designado Relator, Dep. Pedro Novais (PMDB-MA)",,320,"Ordinária (Art. 151, III, RICD)",114,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-04-30T09:55,,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 1 CFT, pelo Dep. Pedro Novais",,501,"Ordinária (Art. 151, III, RICD)",115,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=652063
2009-04-30T09:55,,Parecer do Relator,"Parecer do relator, Dep. Pedro Novais, pela incompatibilidade e inadequação financeira e orçamentária do Projeto, dos PL's nºs 725/99, 913/99, 2.694/00, 3.968/00, 4.892/01, 6.804/02, 7.108/02, 838/03, 956/03, 2.635/03, 3.172/04, 3.345/04 e 3.389/04, apensados, e do Substitutivo da Comissão de Seguridade Social e Família; e pela não implicação da matéria com aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária dos PL's nºs 5.993/01, 6.424/02, 6.443/02, 843/03, 1.127/03 e 1.147/03, apensados.",,322,"Ordinária (Art. 151, III, RICD)",116,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=652063
2009-05-14T00:00,,Devolução ao Relator,"Devolvido ao Relator, Dep. Pedro Novais (PMDB-MA)",,170,"Ordinária (Art. 151, III, RICD)",117,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-05-14T00:00,,Devolução ao Relator,"Devolvido ao Relator, Dep. Pedro Novais (PMDB-MA)",,170,"Ordinária (Art. 151, III, RICD)",118,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-05-21T15:49,,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 1 CFT, pelo Dep. Pedro Novais",,501,"Ordinária (Art. 151, III, RICD)",119,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=658200
2009-05-21T15:49,,Parecer do Relator,"Parecer do relator, Dep. Pedro Novais, pela incompatibilidade e inadequação financeira e orçamentária do PL nº 688/99, dos PL's nºs 725/99, 913/99, 2.694/00, 3.968/00, 4.892/01, 6.804/02, 7.108/02, 838/03, 956/03, 2.635/03, 3.172/04, 3.345/04 e 3.389/04, apensados e do Substitutivo da Comissão de Seguridade Social e Família; e pela não implicação da matéria com aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária dos PL's nºs 5.993/01, 6.424/02, 6.443/02, 843/2003, 1.127/03 e 1.147/03, apensados.",,322,"Ordinária (Art. 151, III, RICD)",120,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=658200
2009-06-17T00:00,,Retirada de Pauta,Retirado de pauta.,,250,"Ordinária (Art. 151, III, RICD)",121,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-06-24T10:00,,Retirada de Pauta,Retirado de pauta por acordo dos Srs. Líderes.,,250,"Ordinária (Art. 151, III, RICD)",122,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-07-01T10:00,,Não Deliberado,Não deliberado em face do encerramento da reunião.,,1008,"Ordinária (Art. 151, III, RICD)",123,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-07-15T10:00,,Retirada de Pauta,Retirado de pauta por acordo dos Srs. Líderes.,,250,"Ordinária (Art. 151, III, RICD)",124,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-08-12T00:00,,Designação de Relator,"Designado Relator, Dep. Arnaldo Madeira (PSDB-SP)",,320,"Ordinária (Art. 151, III, RICD)",125,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-09-02T00:00,,Designação de Relator,"Designado Relator, Dep. Geraldinho (PSOL-RS)",,320,"Ordinária (Art. 151, III, RICD)",127,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-09-02T09:59,,Recebimento - Relator (Sem Manifestação),Devolvida sem Manifestação.,,507,"Ordinária (Art. 151, III, RICD)",126,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-09-17T00:00,,Notificação de Apensação,"Apense-se a este o PL-5977/2009.  Por oportuno, tendo em visto a sua competência, determino que a CFT também se pronunciará quanto ao mérito da matéria.",,504,"Ordinária (Art. 151, III, RICD)",128,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=691859
2009-09-17T00:00,,Distribuição ,Despacho a Confirmar.,,110,"Ordinária (Art. 151, III, RICD)",129,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=692361
2009-09-17T11:01,,Encaminhamento,Despacho Chancelado,,180,"Ordinária (Art. 151, III, RICD)",130,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,
2009-09-17T11:13,,Distribuição ,"Às Comissões de Seguridade Social e Família; Trabalho, de Administração e Serviço Público; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD)Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Ordinária",,110,"Ordinária (Art. 151, III, RICD)",131,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=692361
2009-09-17T11:13,,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,,604,"Ordinária (Art. 151, III, RICD)",132,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,
2009-09-17T11:19,,Notificação de Apensação,Apense-se a este o PL-5977/2009.,,504,"Ordinária (Art. 151, III, RICD)",133,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=691859
2009-09-17T15:01,,Apresentação de Requerimento,"Apresentação do REQ 5539/2009, pelo Dep. Geraldinho, que ""requer, nos termos do Art. 32, X, g combinado com o Art. 139, II, a do Regimento Interno a Revisão de Despacho da proposição PL 688/1999, que dispõe sobre o Contrato de Trabalho da Terceira Idade.""",,194,"Ordinária (Art. 151, III, RICD)",134,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=692598
2009-09-25T11:24,,Notificação de Apensação,Apensação do PL 5977/2009 a esta proposição.,,504,"Ordinária (Art. 151, III, RICD)",135,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-09-28T00:00,,Notificação de Despacho,"Despacho exarado ao REQ 5539/09: ""PREJUDICADO, tendo em vista o fato de a CFT já se encontrar incluída no despacho inicial da referida proposição, restando, portanto, atendida a solicitação do Requerente. Oficie-se. Publique-se"". DCD 29 09 09 PAG 53345 COL 02.

",,203,"Ordinária (Art. 151, III, RICD)",136,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=751096
2009-10-05T11:56,,Notificação de Apensação,Apense-se a este o PL-6100/2009.,,504,"Ordinária (Art. 151, III, RICD)",137,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=697655
2009-10-13T11:15,,Notificação de Apensação,Apensação do PL 6100/2009 a esta proposição.,,504,"Ordinária (Art. 151, III, RICD)",138,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2009-12-02T10:30,,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 2 CFT, pelo Dep. Geraldinho",,501,"Ordinária (Art. 151, III, RICD)",139,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=720999
2009-12-02T10:30,,Parecer do Relator,"Parecer do relator, Dep. Geraldinho, pela incompatibilidade e inadequação financeira e orçamentária do PL nº 688/99, dos PL's nºs 725/99, 913/99, 2.694/00 e 3.968/00, 4.892/01, 6.804/02 e  7.108/02, 838/03, 956/03 e 2.635/03,  3.172/04,  3.345/04 e 3.389/04, 5.977/09 e 6.100/09, apensados, e do Substitutivo da Comissão de Seguridade Social e Família; pela não implicação da matéria com aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária dos PL's nºs 5.993/01, 6.424/02 e 6.443/02, 843/03, 1.127/03 e 1.147/03 e, no mérito, pela aprovação dos PL's nºs 5.993/01, 6.424/02 e 6.443/02, 843/03, 1.127/03 e 1.147/03, apensados, com Substitutivo.",,322,"Ordinária (Art. 151, III, RICD)",140,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=720999
2009-12-17T00:00,,Designação de Relator,"Designada Relatora, Dep. Luciana Genro (PSOL-RS)",,320,"Ordinária (Art. 151, III, RICD)",141,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2010-03-17T18:22,,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 3 CFT, pela Dep. Luciana Genro",,501,"Ordinária (Art. 151, III, RICD)",142,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=745086
2010-03-17T18:22,,Parecer do Relator,"Parecer da relatora, Dep. Luciana Genro, pela incompatibilidade e inadequação financeira e orçamentária do Projeto nº 688/99 e dos PL's nºs 725/99, 913/99, 2.694/00, 3.968/00,  4.892/01, 6.804/02, 7.108/02, 838/03, 956/03, 2.635/03, 3.172/04, 3.345/04, 3.389/04, 5.977/09 e 6.100/09, apensados, e do Substitutivo da Comissão de Seguridade Social e Família; pela não implicação da matéria com aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária dos PL's nºs 5.993/01, 6.424/02, 6.443/02, 843/03, 1.127/03 e 1.147/03,  apensados; e, no mérito, pela aprovação dos PL's nºs 5.993/01, 6.424/02, 6.443/02, 843/03, 1.127/03 e 1.147/03,  apensados, com Substitutivo.",,322,"Ordinária (Art. 151, III, RICD)",143,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=745086
2011-01-31T00:00,,Arquivamento,Arquivado nos termos do Artigo 105 do Regimento Interno da Câmara dos Deputados. Publicação no DCD do dia 01/02/2011 - Suplemento ao nº 14.,,502,"Ordinária (Art. 151, III, RICD)",144,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=850547
2011-02-15T19:40,,Desarquivamento a Pedido,"Desarquivado nos termos do Artigo 105 do RICD, em conformidade com o despacho exarado no REQ-78/2011.",,640,"Ordinária (Art. 151, III, RICD)",145,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=839512
2011-02-15T19:40,,Desarquivamento a Pedido,"Desarquivado nos termos do Artigo 105 do RICD, em conformidade com o despacho exarado no REQ-78/2011.",,640,"Ordinária (Art. 151, III, RICD)",148,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=839512
2011-02-15T19:40,,Reentrada na comissão por arquivamento,Reentrada na comissão por motivo de desarquivamento,,630,"Ordinária (Art. 151, III, RICD)",146,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,
2011-02-15T19:40,,Reentrada na comissão por arquivamento,Reentrada na comissão por motivo de desarquivamento,,630,"Ordinária (Art. 151, III, RICD)",147,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,
2011-03-29T00:00,,Designação de Relator,"Designado Relator, Dep. Júlio Cesar (DEM-PI)",,320,"Ordinária (Art. 151, III, RICD)",149,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2011-04-11T00:00,,Notificação de Apensação,Apense-se a este(a) o(a) PL-525/2011. DCD 12/04/11 PÁG 16914 COL 01.,,504,"Ordinária (Art. 151, III, RICD)",150,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=857375
2011-04-14T11:35,,Notificação de Apensação,Apensação do PL 525/2011 a esta proposição.,,504,"Ordinária (Art. 151, III, RICD)",151,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2011-05-12T15:39,,Notificação de Apensação,Apense-se a este(a) o(a) PL-1251/2011.,,504,"Ordinária (Art. 151, III, RICD)",152,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=870261
2011-05-12T15:39,,Notificação de Apensação,Apense-se a este(a) o(a) PL-1252/2011.,,504,"Ordinária (Art. 151, III, RICD)",153,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=870415
2011-06-21T11:41,,Notificação de Apensação,Apensação do PL 1252/2011 a esta proposição.,,504,"Ordinária (Art. 151, III, RICD)",154,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2011-06-21T11:41,,Notificação de Apensação,Apensação do PL 1251/2011 a esta proposição.,,504,"Ordinária (Art. 151, III, RICD)",155,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2011-09-29T15:29,,Recebimento - Relator,"Apresentação do Parecer do Relator n. 4 CFT, pelo Deputado Júlio Cesar (DEM-PI).",,501,"Ordinária (Art. 151, III, RICD)",156,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=925721
2011-10-03T00:00,,Devolução ao Relator,"Devolvido ao Relator, Dep. Júlio Cesar (DEM-PI)",,170,"Ordinária (Art. 151, III, RICD)",157,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2011-10-04T11:15,,Recebimento - Relator,"Apresentação do Parecer do Relator n. 5 CFT, pelo Deputado Júlio Cesar (DEM-PI).",,501,"Ordinária (Art. 151, III, RICD)",158,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=926623
2011-10-04T11:15,,Parecer do Relator,"Parecer do Relator, Dep. Júlio Cesar, pela não implicação da matéria com aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária dos PL's nºs 5.993/01, 6.424/02, 6.443/02, 843/03, 1.127/03, 1.147/03 e 1.495/11, apensados; pela incompatibilidade e inadequação financeira e orçamentária do Projeto de Lei nº 688/99 e dos PL's nºs  725/99, 913/99, 2.694/00, 3.968/00, 4.892/01, 6.804/02, 7.108/02, 838/03, 956/03, 2.635/03, 3.172/04, 3.345/04, 3.389/04, 5.977/09, 6.100/09, 525/11, 1.251/11 e 1.252/11, apensados, do Substitutitvo da Comissão de Seguridade Social e Família, e; no mérito, pela rejeição dos PL's nºs 5.993/01, 6.424/02, 6.443/02, 843/03, 1.127/03, 1.147/03 e 1.495/11, apensados.",,322,"Ordinária (Art. 151, III, RICD)",159,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=926623
2011-10-26T10:00,,Aprovação,Aprovado o Parecer contra o voto do Deputado Rodrigo Maia.,,240,"Ordinária (Art. 151, III, RICD)",160,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2011-10-27T13:13,,Encaminhamento,Encaminhado à(ao) CCJC através da guia de Remessa (GR/CFT) nº 72/2011.,,180,"Ordinária (Art. 151, III, RICD)",161,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,
2011-10-27T14:48,Aguardando Parecer,Recebimento,"Recebimento pel a CCJC, com as proposições PL-725/1999, PL-913/1999, PL-2694/2000, PL-3968/2000, PL-4892/2001, PL-5993/2001, PL-6424/2002, PL-6443/2002, PL-6804/2002, PL-7108/2002, PL-843/2003, PL-838/2003, PL-956/2003, PL-1127/2003, PL-1147/2003, PL-2635/2003, PL-3172/2004, PL-3345/2004, PL-3389/2004, PL-5977/2009, PL-6100/2009, PL-525/2011, PL-1251/2011, PL-1252/2011, PL-1495/2011 apensadas.",915.0,500,"Ordinária (Art. 151, III, RICD)",162,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2013-04-09T00:00,Aguardando Parecer,Designação de Relator,"Designado Relator, Dep. Lincoln Portela (PR-MG)",915.0,320,"Ordinária (Art. 151, III, RICD)",163,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2013-07-03T10:20,Aguardando Parecer,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 1 CCJC, pelo Dep. Lincoln Portela",915.0,501,"Ordinária (Art. 151, III, RICD)",166,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105034
2013-07-03T10:20,Aguardando Parecer,Parecer do Relator,"Parecer do Relator, Dep. Lincoln Portela (PR-MG), pela inconstitucionalidade e injuridicidade deste, do PL 725/1999, do PL 4892/2001, do PL 6804/2002, do PL 7108/2002, do PL 3172/2004, do PL 5977/2009, do PL 6100/2009, e do PL 1251/2011, apensados, pela constitucionalidade e injuridicidade do Substitutivo 2 da CFT, do PL 913/1999, do PL 3968/2000, do PL 838/2003, do PL 2635/2003, do PL 3345/2004, do PL 525/2011, do PL 1252/2011, do PL 3040/2011, e do PL 3239/2012, apensados, 
pela inconstitucionalidade do PL 2694/2000, do PL 956/2003, e do PL 3389/2004, apensados, e pela constitucionalidade, juridicidade e técnica legislativa do PL 5993/2001, com emendas, do PL 1147/2003, com emenda, do PL 6424/2002, do PL 6443/2002, do PL 1127/2003, do PL 1495/2011, com emenda, e do PL 843/2003, com emenda, apensados.
",915.0,322,"Ordinária (Art. 151, III, RICD)",167,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105034
2013-07-03T10:22,Aguardando Parecer,Recebimento - Relator,"Apresentação do Parecer do Relator n. 1 CCJC, pelo Deputado Lincoln Portela (PR-MG).",915.0,501,"Ordinária (Art. 151, III, RICD)",164,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105033
2013-07-03T10:22,Aguardando Parecer,Parecer do Relator,"Parecer do Relator, Dep. Lincoln Portela (PR-MG), pela inconstitucionalidade e injuridicidade deste, do PL 725/1999, do PL 4892/2001, do PL 6804/2002, do PL 7108/2002, do PL 5977/2009, do PL 6100/2009, e do PL 1251/2011, apensados, pela constitucionalidade e injuridicidade do PL 913/1999, do PL 3968/2000, do PL 838/2003, do PL 2635/2003, do PL 3345/2004, do PL 525/2011, do PL 1252/2011, do PL 3040/2011, e do PL 3239/2012, apensados, pela inconstitucionalidade do PL 2694/2000, do PL 956/2003, e do PL 3389/2004, apensados, e pela constitucionalidade, juridicidade e técnica legislativa do PL 5993/2001, do PL 1147/2003, do PL 3172/2004, do PL 6424/2002, do PL 6443/2002, do PL 1127/2003, do PL 1495/2011, e do PL 843/2003, apensados.",915.0,322,"Ordinária (Art. 151, III, RICD)",165,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105033
2015-01-31T00:00,,Arquivamento,Arquivado nos termos do Artigo 105 do Regimento Interno da Câmara dos Deputados.,,502,"Ordinária (Art. 151, III, RICD)",168,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,
2015-02-05T18:23,,Desarquivamento a Pedido,"Desarquivado nos termos do Artigo 105 do RICD, em conformidade com o despacho exarado no REQ-52/2015.",,640,"Ordinária (Art. 151, III, RICD)",169,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1297647
2015-02-05T18:23,,Reentrada na comissão por arquivamento,Reentrada na comissão por motivo de desarquivamento,,630,"Ordinária (Art. 151, III, RICD)",170,NAJUR(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100061,
2015-02-11T09:08,,Desarquivamento a Pedido,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-225/2015.",,640,"Ordinária (Art. 151, III, RICD)",171,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1299151
2015-03-20T10:02,,Notificação de Apensação,Apense-se a este(a) o(a) PL-687/2015.,,504,"Ordinária (Art. 151, III, RICD)",172,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1310289
2015-03-25T20:30,Aguardando Parecer,Notificação de Apensação,Apensação do PL 687/2015 a esta proposição.,915.0,504,"Ordinária (Art. 151, III, RICD)",173,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2015-08-10T17:18,Aguardando Parecer,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 2 CCJC, pelo Dep. Lincoln Portela",915.0,501,"Ordinária (Art. 151, III, RICD)",174,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1368938
2015-08-10T17:18,Aguardando Parecer,Parecer do Relator,"Parecer do Relator, Dep. Lincoln Portela (PR-MG).",915.0,322,"Ordinária (Art. 151, III, RICD)",175,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1368938
2016-05-19T18:04,,Notificação de Apensação,Apense-se a este(a) o(a) PL-5253/2016.,,504,"Ordinária (Art. 151, III, RICD)",176,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1459795
2016-05-24T10:57,Aguardando Parecer,Notificação de Apensação,Apensação do PL 5253/2016 a esta proposição.,915.0,504,"Ordinária (Art. 151, III, RICD)",177,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2016-09-14T10:32,Aguardando Parecer,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 3 CCJC, pelo Dep. Lincoln Portela",915.0,501,"Ordinária (Art. 151, III, RICD)",178,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1491398
