id_leggo,id_autor,nome,partido,uf,bancada,nome_eleitoral,node_size
34,141335,Beto Faro,PT,PA,oposição,Beto Faro (PT/PA),883.298392732355
34,141398,Carlos Zarattini,PT,SP,oposição,Carlos Zarattini (PT/SP),883.2983927323548
34,141405,Celso Maldaner,MDB,SC,governo,Celso Maldaner (MDB/SC),50
34,141470,José Guimarães,PT,CE,oposição,José Guimarães (PT/CE),2496.6225685565305
34,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),2577.3917993257614
34,141518,Paulo Pereira Da Silva,SOLIDARIEDADE,SP,governo,Paulo Pereira Da Silva (SOLIDARIEDADE/SP),142.30769230769232
34,141555,Vinicius Carvalho,PRB,SP,governo,Vinicius Carvalho (PRB/SP),50
34,143084,Tiago Dimas,SOLIDARIEDADE,TO,governo,Tiago Dimas (SOLIDARIEDADE/TO),92.3076923076923
34,152605,Glauber Braga,PSOL,RJ,oposição,Glauber Braga (PSOL/RJ),360
34,156190,Marcel Van Hattem,NOVO,RS,governo,Marcel Van Hattem (NOVO/RS),175
34,159237,Assis Carvalho,PT,PI,oposição,Assis Carvalho (PT/PI),883.2983927323548
34,160508,Afonso Florence,PT,BA,oposição,Afonso Florence (PT/BA),883.298392732355
34,160511,Alessandro Molon,PSB,RJ,oposição,Alessandro Molon (PSB/RJ),142.30769230769232
34,160512,Aureo Ribeiro,SOLIDARIEDADE,RJ,governo,Aureo Ribeiro (SOLIDARIEDADE/RJ),142.3076923076923
34,160528,Danilo Cabral,PSB,PE,oposição,Danilo Cabral (PSB/PE),87.5
34,160535,Marcon,PT,RS,oposição,Marcon (PT/RS),883.298392732355
34,160538,Bohn Gass,PT,RS,oposição,Bohn Gass (PT/RS),883.298392732355
34,160556,Padre João,PT,MG,oposição,Padre João (PT/MG),883.298392732355
34,160569,Waldenor Pereira,PT,BA,oposição,Waldenor Pereira (PT/BA),883.2983927323548
34,160575,Erika Kokay,PT,DF,oposição,Erika Kokay (PT/DF),975.6060850400472
34,160592,Zeca Dirceu,PT,PR,oposição,Zeca Dirceu (PT/PR),975.6060850400472
34,160604,Pedro Uczai,PT,SC,oposição,Pedro Uczai (PT/SC),2252.3917993257614
34,160610,Valmir Assunção,PT,BA,oposição,Valmir Assunção (PT/BA),883.2983927323548
34,160632,Zé Silva,SOLIDARIEDADE,MG,governo,Zé Silva (SOLIDARIEDADE/MG),92.3076923076923
34,160641,Professora Marcivania,PCdoB,AP,governo,Professora Marcivania (PCdoB/AP),437.5
34,160642,Pastor Eurico,PATRIOTA,PE,governo,Pastor Eurico (PATRIOTA/PE),83.33333333333331
34,160665,Augusto Coutinho,SOLIDARIEDADE,PE,governo,Augusto Coutinho (SOLIDARIEDADE/PE),92.3076923076923
34,160669,Genecias Noronha,SOLIDARIEDADE,CE,governo,Genecias Noronha (SOLIDARIEDADE/CE),92.3076923076923
34,164359,Delegado Waldir,PSL,GO,governo,Delegado Waldir (PSL/GO),91.66666666666664
34,164360,Carmen Zanotto,CIDADANIA,SC,governo,Carmen Zanotto (CIDADANIA/SC),169.04761904761904
34,171617,Paulão,PT,AL,oposição,Paulão (PT/AL),883.298392732355
34,171619,Margarida Salomão,PT,MG,oposição,Margarida Salomão (PT/MG),883.2983927323548
34,177282,Subtenente Gonzaga,PDT,MG,oposição,Subtenente Gonzaga (PDT/MG),311.66666666666663
34,178832,Leandre,PV,PR,governo,Leandre (PV/PR),83.33333333333331
34,178835,Afonso Motta,PDT,RS,oposição,Afonso Motta (PDT/RS),80
34,178857,Jorge Solla,PT,BA,oposição,Jorge Solla (PT/BA),2243.4174403514025
34,178866,Luizianne Lins,PT,CE,oposição,Luizianne Lins (PT/CE),883.298392732355
34,178873,Helder Salomão,PT,ES,oposição,Helder Salomão (PT/ES),883.2983927323548
34,178881,Aluisio Mendes,PODE,MA,governo,Aluisio Mendes (PODE/MA),171.66666666666666
34,178889,Zé Carlos,PT,MA,oposição,Zé Carlos (PT/MA),883.298392732355
34,178922,Tadeu Alencar,PSB,PE,oposição,Tadeu Alencar (PSB/PE),271.47435897435895
34,178925,Rejane Dias,PT,PI,oposição,Rejane Dias (PT/PI),785.1851851851851
34,178927,Aliel Machado,PSB,PR,oposição,Aliel Machado (PSB/PR),529.8076923076923
34,178929,Diego Garcia,PODE,PR,governo,Diego Garcia (PODE/PR),100
34,178946,Soraya Santos,PL,RJ,governo,Soraya Santos (PL/RJ),169.04761904761904
34,178964,Heitor Schuch,PSB,RS,oposição,Heitor Schuch (PSB/RS),50
34,178970,João Daniel,PT,SE,oposição,João Daniel (PT/SE),883.298392732355
34,178975,Baleia Rossi,MDB,SP,governo,Baleia Rossi (MDB/SP),83.33333333333331
34,178986,Nilto Tatto,PT,SP,oposição,Nilto Tatto (PT/SP),883.2983927323548
34,178987,Orlando Silva,PCdoB,SP,governo,Orlando Silva (PCdoB/SP),573.2142857142857
34,178994,Dulce Miranda,MDB,TO,governo,Dulce Miranda (MDB/TO),83.33333333333331
34,188097,Merlong Solano,PT,,oposição,Merlong Solano (PT/NA),883.298392732355
34,194260,Nivaldo Albuquerque,PTB,AL,governo,Nivaldo Albuquerque (PTB/AL),90.9090909090909
34,198783,Emanuel Pinheiro Neto,PTB,MT,governo,Emanuel Pinheiro Neto (PTB/MT),90.9090909090909
34,204357,Rose Modesto,PSDB,MS,governo,Rose Modesto (PSDB/MS),80
34,204359,Léo Moraes,PODE,RO,governo,Léo Moraes (PODE/RO),85.71428571428571
34,204364,Eli Borges,SOLIDARIEDADE,TO,governo,Eli Borges (SOLIDARIEDADE/TO),92.3076923076923
34,204365,Gilson Marques,NOVO,SC,governo,Gilson Marques (NOVO/SC),175
34,204370,Célio Moura,PT,TO,oposição,Célio Moura (PT/TO),883.298392732355
34,204371,Felipe Rigoni,PSB,ES,oposição,Felipe Rigoni (PSB/ES),691.6666666666666
34,204377,Paula Belmonte,CIDADANIA,DF,governo,Paula Belmonte (CIDADANIA/DF),66.66666666666666
34,204380,Celina Leão,PP,DF,governo,Celina Leão (PP/DF),80
34,204383,Professor Israel Batista,PV,DF,governo,Professor Israel Batista (PV/DF),491.66666666666663
34,204387,Sargento Fahur,PSD,,governo,Sargento Fahur (PSD/NA),90
34,204393,Frei Anastacio Ribeiro,PT,PB,oposição,Frei Anastacio Ribeiro (PT/PB),883.2983927323548
34,204394,Gervásio Maia,PSB,PB,oposição,Gervásio Maia (PSB/PB),87.5
34,204398,Felipe Francischini,PSL,PR,governo,Felipe Francischini (PSL/PR),91.66666666666666
34,204407,Fernanda Melchionna,PSOL,RS,oposição,Fernanda Melchionna (PSOL/RS),360
34,204408,Gustinho Ribeiro,SOLIDARIEDADE,SE,governo,Gustinho Ribeiro (SOLIDARIEDADE/SE),92.3076923076923
34,204410,Luisa Canziani,PTB,PR,governo,Luisa Canziani (PTB/PR),90.90909090909092
34,204416,Sanderson,PSL,RS,governo,Sanderson (PSL/RS),221.66666666666666
34,204418,Luizão Goulart,PRB,PR,governo,Luizão Goulart (PRB/PR),91.66666666666666
34,204421,Edna Henrique,PSDB,PB,governo,Edna Henrique (PSDB/PB),80
34,204426,Carlos Veras,PT,PE,oposição,Carlos Veras (PT/PE),2243.4174403514025
34,204428,Marília Arraes,PT,PE,oposição,Marília Arraes (PT/PE),883.298392732355
34,204429,João H. Campos,PSB,PE,oposição,João H. Campos (PSB/PE),87.5
34,204432,Marina Santos,SOLIDARIEDADE,PI,governo,Marina Santos (SOLIDARIEDADE/PI),92.3076923076923
34,204434,Dra. Vanda Milani,SOLIDARIEDADE,AC,governo,Dra. Vanda Milani (SOLIDARIEDADE/AC),92.3076923076923
34,204439,Dr. Leonardo,SOLIDARIEDADE,MT,governo,Dr. Leonardo (SOLIDARIEDADE/MT),142.30769230769232
34,204442,Gurgel,PSL,RJ,governo,Gurgel (PSL/RJ),90
34,204451,Delegado Antônio Furtado,PSL,RJ,governo,Delegado Antônio Furtado (PSL/RJ),91.66666666666666
34,204453,Natália Bonavides,PT,RN,oposição,Natália Bonavides (PT/RN),883.2983927323548
34,204461,Paulo Ganime,NOVO,RJ,governo,Paulo Ganime (NOVO/RJ),175
34,204464,Talíria Petrone,PSOL,RJ,oposição,Talíria Petrone (PSOL/RJ),501.66666666666663
34,204466,Tereza Nelma,PSDB,AL,governo,Tereza Nelma (PSDB/AL),130
34,204467,Professora Rosa Neide,PT,MT,oposição,Professora Rosa Neide (PT/MT),1033.2983927323548
34,204468,Joenia Wapichana,REDE,RR,oposição,Joenia Wapichana (REDE/RR),167.30769230769232
34,204471,Mara Rocha,PSDB,AC,governo,Mara Rocha (PSDB/AC),80
34,204472,José Medeiros,PODE,MT,governo,José Medeiros (PODE/MT),91.66666666666666
34,204475,Otaci Nascimento,SOLIDARIEDADE,RR,governo,Otaci Nascimento (SOLIDARIEDADE/RR),92.3076923076923
34,204477,Felício Laterça,PSL,RJ,governo,Felício Laterça (PSL/RJ),318.3333333333333
34,204479,Nicoletti,PSL,RR,governo,Nicoletti (PSL/RR),91.66666666666666
34,204480,Rogério Correia,PT,MG,oposição,Rogério Correia (PT/MG),883.2983927323548
34,204487,Capitão Wagner,PROS,CE,governo,Capitão Wagner (PROS/CE),170
34,204488,Célio Studart,PV,CE,governo,Célio Studart (PV/CE),85.71428571428571
34,204492,Paulo Guedes,PT,MG,oposição,Paulo Guedes (PT/MG),883.298392732355
34,204494,Fred Costa,PATRIOTA,MG,governo,Fred Costa (PATRIOTA/MG),219.04761904761904
34,204495,Airton Faleiro,PT,PA,oposição,Airton Faleiro (PT/PA),883.298392732355
34,204499,Cássio Andrade,PSB,PA,oposição,Cássio Andrade (PSB/PA),87.5
34,204500,Eduardo Costa,PTB,PA,governo,Eduardo Costa (PTB/PA),140.9090909090909
34,204501,Alencar Santana Braga,PT,SP,oposição,Alencar Santana Braga (PT/SP),1286.503520937483
34,204503,Alexandre Padilha,PT,SP,oposição,Alexandre Padilha (PT/SP),883.298392732355
34,204507,Carla Zambelli,PSL,SP,governo,Carla Zambelli (PSL/SP),91.66666666666666
34,204509,Áurea Carolina,PSOL,MG,oposição,Áurea Carolina (PSOL/MG),360
34,204512,Delegado Marcelo Freitas,PSL,MG,governo,Delegado Marcelo Freitas (PSL/MG),318.3333333333333
34,204514,Coronel Tadeu,PSL,SP,governo,Coronel Tadeu (PSL/SP),90
34,204516,Alexis Fonteyne,NOVO,SP,governo,Alexis Fonteyne (NOVO/SP),175
34,204518,Dr. Frederico,PATRIOTA,MG,governo,Dr. Frederico (PATRIOTA/MG),219.04761904761904
34,204519,Tiago Mitraud,NOVO,MG,governo,Tiago Mitraud (NOVO/MG),175
34,204520,Cabo Junio Amaral,PSL,MG,governo,Cabo Junio Amaral (PSL/MG),90
34,204523,Lucas Gonzalez,NOVO,MG,governo,Lucas Gonzalez (NOVO/MG),175
34,204528,Adriana Ventura,NOVO,SP,governo,Adriana Ventura (NOVO/SP),175
34,204531,Guilherme Derrite,PP,,governo,Guilherme Derrite (PP/NA),90
34,204535,Sâmia Bomfim,PSOL,SP,oposição,Sâmia Bomfim (PSOL/SP),1243.3333333333333
34,204541,Eduardo Bismarck,PDT,CE,oposição,Eduardo Bismarck (PDT/CE),171.66666666666666
34,204543,Luiz Flávio Gomes,PSB,SP,oposição,Luiz Flávio Gomes (PSB/SP),179.16666666666666
34,204553,Pastor Sargento Isidório,AVANTE,BA,governo,Pastor Sargento Isidório (AVANTE/BA),90
34,204555,José Ricardo,PT,AM,oposição,José Ricardo (PT/AM),883.298392732355
34,204559,Zé Neto,PT,BA,oposição,Zé Neto (PT/BA),883.298392732355
34,68720,Fábio Henrique,PDT,SE,oposição,Fábio Henrique (PDT/SE),75
34,73433,Arlindo Chinaglia,PT,SP,oposição,Arlindo Chinaglia (PT/SP),883.298392732355
34,73460,Gustavo Fruet,PDT,PR,oposição,Gustavo Fruet (PDT/PR),50
34,73482,Henrique Fontana,PT,RS,oposição,Henrique Fontana (PT/RS),2243.4174403514025
34,73486,Pompeo De Mattos,PDT,RS,oposição,Pompeo De Mattos (PDT/RS),171.66666666666666
34,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),1335.6410256410256
34,73586,Júlio Delgado,PSB,MG,oposição,Júlio Delgado (PSB/MG),87.5
34,73604,Rui Falcão,PT,SP,oposição,Rui Falcão (PT/SP),975.6060850400472
34,73701,Benedita Da Silva,PT,RJ,oposição,Benedita Da Silva (PT/RJ),883.298392732355
34,73801,Renildo Calheiros,PCdoB,PE,governo,Renildo Calheiros (PCdoB/PE),487.5
34,73943,Perpétua Almeida,PCdoB,AC,governo,Perpétua Almeida (PCdoB/AC),437.5
34,74043,Wellington Roberto,PL,PB,governo,Wellington Roberto (PL/PB),100
34,74044,Wilson Santiago,PTB,PB,governo,Wilson Santiago (PTB/PB),140.9090909090909
34,74057,Alice Portugal,PCdoB,BA,governo,Alice Portugal (PCdoB/BA),437.5
34,74060,Daniel Almeida,PCdoB,BA,governo,Daniel Almeida (PCdoB/BA),529.8076923076924
34,74156,Leonardo Monteiro,PT,MG,oposição,Leonardo Monteiro (PT/MG),883.2983927323548
34,74159,Odair Cunha,PT,MG,oposição,Odair Cunha (PT/MG),1144.8368542708163
34,74160,Patrus Ananias,PT,MG,oposição,Patrus Ananias (PT/MG),975.6060850400472
34,74161,Reginaldo Lopes,PT,MG,oposição,Reginaldo Lopes (PT/MG),1067.272751706714
34,74283,Vicentinho,PT,SP,oposição,Vicentinho (PT/SP),883.298392732355
34,74366,João Campos,PRB,GO,governo,João Campos (PRB/GO),224.99999999999997
34,74371,Rubens Otoni,PT,GO,oposição,Rubens Otoni (PT/GO),1063.1060850400472
34,74376,Vander Loubet,PT,MS,oposição,Vander Loubet (PT/MS),883.298392732355
34,74398,Maria Do Rosário,PT,RS,oposição,Maria Do Rosário (PT/RS),1044.8368542708165
34,74400,Paulo Pimenta,PT,RS,oposição,Paulo Pimenta (PT/RS),975.6060850400472
34,74571,Nelson Pellegrino,PT,BA,oposição,Nelson Pellegrino (PT/BA),1025.6060850400472
34,74655,Eduardo Barbosa,PSDB,MG,governo,Eduardo Barbosa (PSDB/MG),50
34,74784,Luiza Erundina,PSOL,SP,oposição,Luiza Erundina (PSOL/SP),760
34,74848,Jandira Feghali,PCdoB,RJ,governo,Jandira Feghali (PCdoB/RJ),529.8076923076923
34,75431,Maurício Dziedricki,PTB,RS,governo,Maurício Dziedricki (PTB/RS),90.90909090909092
34,76874,Marcelo Freixo,PSOL,RJ,oposição,Marcelo Freixo (PSOL/RJ),410
34,81055,Márcio Jerry,PCdoB,MA,governo,Márcio Jerry (PCdoB/MA),437.5
34,90201,Pedro Augusto Bezerra,PTB,CE,governo,Pedro Augusto Bezerra (PTB/CE),90.90909090909092
34,90842,Santini,PTB,RS,governo,Santini (PTB/RS),90.9090909090909
34,1023,Senadora Maria do Carmo Alves,DEM,SE,governo,Senadora Maria do Carmo Alves (DEM/SE),96.29629629629629
34,1173,Senador Wellington Fagundes,PR,MT,governo,Senador Wellington Fagundes (PR/MT),676.8273871722147
34,1186,Senador Luis Carlos Heinze,PP,RS,governo,Senador Luis Carlos Heinze (PP/RS),2891.7675844578393
34,1249,Senadora Kátia Abreu,PMDB,TO,governo,Senadora Kátia Abreu (PMDB/TO),4249.123994948031
34,22,Senador Esperidião Amin,PP,SC,governo,Senador Esperidião Amin (PP/SC),966.8921440111651
34,2331,Senadora Rose de Freitas,PMDB,ES,governo,Senadora Rose de Freitas (PMDB/ES),1158.0553394981707
34,285,Senador Marcio Bittar,MDB,AC,governo,Senador Marcio Bittar (MDB/AC),97.36842105263158
34,3361,Senador José Maranhão,MDB,PB,governo,Senador José Maranhão (MDB/PB),5608.135176538386
34,3396,Senador Tasso Jereissati,PSDB,CE,governo,Senador Tasso Jereissati (PSDB/CE),290.07936507936506
34,345,Senador Flávio Arns,REDE,PR,oposição,Senador Flávio Arns (REDE/PR),7344.227073029102
34,374,Senador Paulo Rocha,PT,PA,oposição,Senador Paulo Rocha (PT/PA),7728.850989141221
34,3777,Senador Eduardo Gomes,MDB,TO,governo,Senador Eduardo Gomes (MDB/TO),775.4050372142477
34,3806,Senador Zequinha Marinho,PSC,PA,governo,Senador Zequinha Marinho (PSC/PA),775.1355799689841
34,3830,Senador Davi Alcolumbre,DEM,AP,governo,Senador Davi Alcolumbre (DEM/AP),97.22222222222221
34,4525,Senador Fernando Collor,PROS,AL,governo,Senador Fernando Collor (PROS/AL),193.44086021505376
34,4531,Senador Jayme Campos,DEM,MT,governo,Senador Jayme Campos (DEM/MT),6084.925665288334
34,4560,Senador Sérgio Petecão,PSD,AC,governo,Senador Sérgio Petecão (PSD/AC),1162.374048004866
34,470,Senador Chico Rodrigues,DEM,RR,governo,Senador Chico Rodrigues (DEM/RR),579.6022623608831
34,475,Senador Confúcio Moura,MDB,RO,governo,Senador Confúcio Moura (MDB/RO),2123.966029840869
34,4770,Senador Izalci Lucas,PSDB,DF,governo,Senador Izalci Lucas (PSDB/DF),4732.255636483629
34,4981,Senador Acir Gurgacz,PDT,RO,oposição,Senador Acir Gurgacz (PDT/RO),6861.303802972212
34,4994,Senador Eduardo Braga,MDB,AM,governo,Senador Eduardo Braga (MDB/AM),290.42498719918075
34,5008,Senador Humberto Costa,PT,PE,oposição,Senador Humberto Costa (PT/PE),7151.962187798165
34,5012,Senador Randolfe Rodrigues,REDE,AP,oposição,Senador Randolfe Rodrigues (REDE/AP),6862.307015384373
34,5236,Senador Reguffe,"",DF,governo,Senador Reguffe (/DF),5602.947615428037
34,5322,Senador Romário,PODEMOS,RJ,governo,Senador Romário (PODEMOS/RJ),2712.1931806865337
34,5350,Senador Jorginho Mello,PL,SC,governo,Senador Jorginho Mello (PL/SC),1932.5328972205102
34,5352,Senador Rogério Carvalho,PT,SE,oposição,Senador Rogério Carvalho (PT/SE),5214.809450454039
34,5376,Senadora Mara Gabrilli,PSDB,SP,governo,Senadora Mara Gabrilli (PSDB/SP),871.6120107917775
34,5385,Senador Irajá,PSD,TO,governo,Senador Irajá (PSD/TO),772.0193001443001
34,5411,Senador Weverton,PDT,MA,oposição,Senador Weverton (PDT/MA),7728.562602868407
34,5422,Senador Marcos Rogério,DEM,RO,governo,Senador Marcos Rogério (DEM/RO),868.1299049391155
34,5502,Senador Plínio Valério,PSDB,AM,governo,Senador Plínio Valério (PSDB/AM),6570.862737482971
34,5523,Senador Otto Alencar,PSD,BA,governo,Senador Otto Alencar (PSD/BA),6178.956056769109
34,5525,Senador Omar Aziz,PSD,AM,governo,Senador Omar Aziz (PSD/AM),773.2846283562358
34,5527,Senadora Simone Tebet,PMDB,MS,governo,Senadora Simone Tebet (PMDB/MS),97.22222222222221
34,5531,Senador Elmano Férrer,PODEMOS,PI,governo,Senador Elmano Férrer (PODEMOS/PI),5411.607531501746
34,5533,Senador Lasier Martins,PSD,RS,governo,Senador Lasier Martins (PSD/RS),5221.466823135232
34,5535,Senador Telmário Mota,PROS,RR,governo,Senador Telmário Mota (PROS/RR),1401.1010189136318
34,5537,Senador Dário Berger,MDB,SC,governo,Senador Dário Berger (MDB/SC),5022.908476209132
34,5540,Senador Fernando Bezerra Coelho,PSB,PE,oposição,Senador Fernando Bezerra Coelho (PSB/PE),193.65079365079362
34,5557,Senadora Mailza Gomes,PP,AC,governo,Senadora Mailza Gomes (PP/AC),4731.92174410997
34,5585,Senador Luiz do Carmo,MDB,GO,governo,Senador Luiz do Carmo (MDB/GO),291.4656432748538
34,5627,Senador Jean Paul Prates,PT,RN,oposição,Senador Jean Paul Prates (PT/RN),6570.272989537654
34,5666,Senador Major Olimpio,PSL,SP,governo,Senador Major Olimpio (PSL/SP),3385.3347134412697
34,5718,Senadora Eliziane Gama,CIDADANIA,MA,governo,Senadora Eliziane Gama (CIDADANIA/MA),7341.650318643138
34,5732,Senador Rodrigo Pacheco,DEM,MG,governo,Senador Rodrigo Pacheco (DEM/MG),1744.6031933385937
34,5748,Senador Veneziano Vital do Rêgo,PSB,PB,oposição,Senador Veneziano Vital do Rêgo (PSB/PB),5605.8320045274095
34,5783,Senadora Zenaide Maia,PROS,RN,governo,Senadora Zenaide Maia (PROS/RN),7771.120305871746
34,581,Senador Jaques Wagner,PT,BA,oposição,Senador Jaques Wagner (PT/BA),4735.411311284708
34,5894,Senador Flávio Bolsonaro,PSL,RJ,governo,Senador Flávio Bolsonaro (PSL/RJ),290.7936507936508
34,5895,Líder do PSB Jorge Kajuru,PSB,GO,oposição,Líder do PSB Jorge Kajuru (PSB/GO),6571.411433517829
34,5899,Senador Vanderlan Cardoso,PP,GO,governo,Senador Vanderlan Cardoso (PP/GO),3481.454552269807
34,5905,Senador Rodrigo Cunha,PSDB,AL,governo,Senador Rodrigo Cunha (PSDB/AL),193.66471734892787
34,5924,Senador Oriovisto Guimarães,PODEMOS,PR,governo,Senador Oriovisto Guimarães (PODEMOS/PR),3673.019846774836
34,5926,Senador Lucas Barreto,PSD,AP,governo,Senador Lucas Barreto (PSD/AP),7032.576117118552
34,5929,Senadora Juíza Selma,PSL,MT,governo,Senadora Juíza Selma (PSL/MT),1914.6922733618842
34,5942,Senador Marcos do Val,PODEMOS,ES,governo,Senador Marcos do Val (PODEMOS/ES),2227.5575940415656
34,5953,Senador Fabiano Contarato,REDE,ES,oposição,Senador Fabiano Contarato (REDE/ES),7344.109632200454
34,5959,Senador Styvenson Valentim,PODEMOS,RN,governo,Senador Styvenson Valentim (PODEMOS/RN),8211.130922691573
34,5967,Senador Angelo Coronel,PSD,BA,governo,Senador Angelo Coronel (PSD/BA),1930.7400388358396
34,5973,Senador Cid Gomes,PDT,CE,oposição,Senador Cid Gomes (PDT/CE),5697.59700476919
34,5976,Senador Eduardo Girão,PODEMOS,CE,governo,Senador Eduardo Girão (PODEMOS/CE),6961.597196211239
34,5979,Senadora Leila Barros,PSB,DF,oposição,Senadora Leila Barros (PSB/DF),6575.034859899876
34,5982,Senador Alessandro Vieira,CIDADANIA,SE,governo,Senador Alessandro Vieira (CIDADANIA/SE),5312.613353824626
34,5985,Senador Nelsinho Trad,PSD,MS,governo,Senador Nelsinho Trad (PSD/MS),1643.5803245705695
34,5988,Senadora Soraya Thronicke,PSL,MS,governo,Senadora Soraya Thronicke (PSL/MS),324.8314752398237
34,5990,Senador Carlos Viana,PSD,MG,governo,Senador Carlos Viana (PSD/MG),290.22556390977445
34,677,Senador Roberto Rocha,PSDB,MA,governo,Senador Roberto Rocha (PSDB/MA),193.57142857142856
34,70,Senador Renan Calheiros,MDB,AL,governo,Senador Renan Calheiros (MDB/AL),678.854184635731
34,739,Senador Ciro Nogueira,PP,PI,governo,Senador Ciro Nogueira (PP/PI),97.36842105263156
34,742,Senador Marcelo Castro,MDB,PI,governo,Senador Marcelo Castro (MDB/PI),2510.646204695966
34,751,Senador Arolde de Oliveira,PSD,RJ,governo,Senador Arolde de Oliveira (PSD/RJ),2513.142336723726
34,825,Senador Paulo Paim,PT,RS,oposição,Senador Paulo Paim (PT/RS),8307.494367145
34,90,Senador José Serra,PSDB,SP,governo,Senador José Serra (PSDB/SP),386.3756613756613
34,945,Senador Alvaro Dias,PODEMOS,PR,governo,Senador Alvaro Dias (PODEMOS/PR),5417.458757203992
34,209189,Joseildo Ramos,PT,BA,oposição,Joseildo Ramos (PT/BA),883.298392732355
34,204538,Paulo Bengtson,PTB,PA,governo,Paulo Bengtson (PTB/PA),90.90909090909092
34,204486,Mauro Benevides Filho,PDT,,oposição,Mauro Benevides Filho (PDT/NA),125
34,204572,Capitão Alberto Neto,PRB,AM,governo,Capitão Alberto Neto (PRB/AM),90
34,205548,David Miranda,PSOL,RJ,oposição,David Miranda (PSOL/RJ),360
34,179001,Márcio Biolchi,MDB,RS,governo,Márcio Biolchi (MDB/RS),50
34,204575,Gil Cutrim,PDT,MA,oposição,Gil Cutrim (PDT/MA),171.66666666666666
34,204551,Bosco Saraiva,SOLIDARIEDADE,AM,governo,Bosco Saraiva (SOLIDARIEDADE/AM),92.3076923076923
34,204532,Vinicius Poit,NOVO,SP,governo,Vinicius Poit (NOVO/SP),225
34,178992,Vitor Lippi,PSDB,SP,governo,Vitor Lippi (PSDB/SP),50
34,204566,Marreca Filho,PATRIOTA,MA,governo,Marreca Filho (PATRIOTA/MA),133.33333333333331
34,204569,Delegado Pablo,PSL,AM,governo,Delegado Pablo (PSL/AM),318.3333333333333
34,204534,Tabata Amaral,PDT,SP,oposição,Tabata Amaral (PDT/SP),691.6666666666666
34,178829,Capitão Augusto,PL,SP,governo,Capitão Augusto (PL/SP),50
34,204561,Bira Do Pindaré,PSB,MA,oposição,Bira Do Pindaré (PSB/MA),100
34,207176,Bia Cavassa,PSDB,MS,governo,Bia Cavassa (PSDB/MS),80
34,141459,João Maia,PL,RN,governo,João Maia (PL/RN),50
34,5998,Senadora Daniella Ribeiro,PP,PB,governo,Senadora Daniella Ribeiro (PP/PB),1060.6437129701649
35,345,Senador Flávio Arns,REDE,PR,oposição,Senador Flávio Arns (REDE/PR),66.66666666666666
35,5012,Senador Randolfe Rodrigues,REDE,AP,oposição,Senador Randolfe Rodrigues (REDE/AP),66.66666666666666
35,5953,Senador Fabiano Contarato,REDE,ES,oposição,Senador Fabiano Contarato (REDE/ES),66.66666666666666
38,160570,Jerônimo Goergen,PP,RS,governo,Jerônimo Goergen (PP/RS),50
38,178989,Renata Abreu,PODE,SP,governo,Renata Abreu (PODE/SP),50
38,204536,Kim Kataguiri,DEM,SP,governo,Kim Kataguiri (DEM/SP),50
38,204391,José Nelto,PODE,GO,governo,José Nelto (PODE/GO),50
40,1186,Senador Luis Carlos Heinze,PP,RS,governo,Senador Luis Carlos Heinze (PP/RS),96.15384615384615
40,3396,Senador Tasso Jereissati,PSDB,CE,governo,Senador Tasso Jereissati (PSDB/CE),96.15384615384616
40,3806,Senador Zequinha Marinho,PSC,PA,governo,Senador Zequinha Marinho (PSC/PA),96.15384615384615
40,4531,Senador Jayme Campos,DEM,MT,governo,Senador Jayme Campos (DEM/MT),96.15384615384616
40,4560,Senador Sérgio Petecão,PSD,AC,governo,Senador Sérgio Petecão (PSD/AC),96.15384615384615
40,5012,Senador Randolfe Rodrigues,REDE,AP,oposição,Senador Randolfe Rodrigues (REDE/AP),96.15384615384616
40,5236,Senador Reguffe,"",DF,governo,Senador Reguffe (/DF),96.15384615384616
40,5322,Senador Romário,PODEMOS,RJ,governo,Senador Romário (PODEMOS/RJ),96.15384615384616
40,5411,Senador Weverton,PDT,MA,oposição,Senador Weverton (PDT/MA),96.15384615384616
40,5422,Senador Marcos Rogério,DEM,RO,governo,Senador Marcos Rogério (DEM/RO),96.15384615384616
40,5523,Senador Otto Alencar,PSD,BA,governo,Senador Otto Alencar (PSD/BA),96.15384615384616
40,5527,Senadora Simone Tebet,PMDB,MS,governo,Senadora Simone Tebet (PMDB/MS),96.15384615384616
40,5531,Senador Elmano Férrer,PODEMOS,PI,governo,Senador Elmano Férrer (PODEMOS/PI),96.15384615384616
40,5533,Senador Lasier Martins,PSD,RS,governo,Senador Lasier Martins (PSD/RS),96.15384615384616
40,5585,Senador Luiz do Carmo,MDB,GO,governo,Senador Luiz do Carmo (MDB/GO),96.15384615384616
40,5895,Líder do PSB Jorge Kajuru,PSB,GO,oposição,Líder do PSB Jorge Kajuru (PSB/GO),96.15384615384615
40,5905,Senador Rodrigo Cunha,PSDB,AL,governo,Senador Rodrigo Cunha (PSDB/AL),96.15384615384616
40,5926,Senador Lucas Barreto,PSD,AP,governo,Senador Lucas Barreto (PSD/AP),96.15384615384615
40,5942,Senador Marcos do Val,PODEMOS,ES,governo,Senador Marcos do Val (PODEMOS/ES),96.15384615384616
40,5959,Senador Styvenson Valentim,PODEMOS,RN,governo,Senador Styvenson Valentim (PODEMOS/RN),96.15384615384615
